615896.6345769715, 1.061577138124812e-8
674552.3536881092, 1.1269460201892638e-8
727705.9533336605, 1.2204084059211926e-8
785047.9679181462, 1.3216220214282917e-8
872982.8996720759, 1.4600235521323053e-8
1000681.6565122231, 1.6784696579022323e-8
1256334.6972557001, 2.089629083479745e-8
1601461.4227982322, 2.7072349717235638e-8
2304648.6044728253, 3.7982607448798905e-8
3316772.749595385, 5.545550144664245e-8
4995453.731206473, 8.259523958947954e-8
7080459.846224915, 1.1135578985954281e-7
9735703.26086596, 1.442678468609557e-7
13385987.896218888, 1.7960782739941215e-7
16301728.471618276, 1.9841653203315993e-7
18126770.382394463, 2.10634454232412e-7
20463257.861169033, 2.191949023274853e-7
23452907.219856303, 2.2360472111452562e-7
26475224.21011027, 2.2810325775735568e-7
29437685.457323093, 2.326922971043595e-7
32730775.260045297, 2.326922971043595e-7
37511706.21526369, 2.326922971043595e-7
43647190.3005915, 2.326922971043595e-7
49270602.276880085, 2.326922971043595e-7
56467478.78641204, 2.326922971043595e-7
66706294.798032366, 2.326922971043595e-7
76449974.47485161, 2.326922971043595e-7
83724204.33522992, 2.326922971043595e-7
91690578.5740084, 2.326922971043595e-7
105083671.83023438, 2.326922971043595e-7
116839010.70150697, 2.326922971043595e-7
129909377.77432151, 2.326922971043595e-7
146642784.76049036, 2.2810325775735568e-7
160595874.0982077, 2.2810325775735568e-7
181286707.93028116, 2.2810325775735568e-7
204643305.17047563, 2.2810325775735568e-7
227530064.92732427, 2.2360472111452562e-7
256844558.78744096, 2.2360472111452562e-7
285576851.5709144, 2.2360472111452562e-7
322369971.0412622, 2.2360472111452562e-7
363893901.16834015, 2.191949023274853e-7
404590821.5297663, 2.148720517477243e-7
449850966.4071969, 2.148720517477243e-7
515546451.3789909, 2.10634454232412e-7
564585998.7416477, 2.0648042846389374e-7
618290260.9890649, 2.0240832628260816e-7
697894599.9300207, 1.9066756339548355e-7
775924928.6774633, 1.8322122334592049e-7
875847549.8679378, 1.7606569301326169e-7
959134337.1638987, 1.6918961510105095e-7
